id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,yearBuilt,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"228-N-Park-Ave-Ste-L,-Winter-Park,-FL-32789","228 N Park Ave Ste L, Winter Park, FL 32789",228 N Park Ave Ste L,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"324-N-Park-Ave,-Ste-2,-Winter-Park,-FL-32789","324 N Park Ave, Ste 2, Winter Park, FL 32789",324 N Park Ave,Ste 2,Winter Park,FL,32789,Orange,28.599895,-81.350741,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Ofc,-Winter-Park,-FL-32789","311 N Knowles Ave, Ofc, Winter Park, FL 32789",311 N Knowles Ave,Ofc,Winter Park,FL,32789,Orange,28.59973,-81.350001,,,,,,,,,,,,,,,,
"318-N-Park-Ave-Ste-A,-Winter-Park,-FL-32789","318 N Park Ave Ste A, Winter Park, FL 32789",318 N Park Ave Ste A,,Winter Park,FL,32789,Orange,28.599825,-81.351048,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-416,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 416, Winter Park, FL 32789",300 N Knowles Ave,Apt 416,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-K,-Winter-Park,-FL-32789","228 N Park Ave Ste K, Winter Park, FL 32789",228 N Park Ave Ste K,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-103,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 103, Winter Park, FL 32789",311 N Knowles Ave,Apt 103,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"214-N-Park-Ave,-Winter-Park,-FL-32789","214 N Park Ave, Winter Park, FL 32789",214 N Park Ave,,Winter Park,FL,32789,Orange,28.599004,-81.350958,,,,,,,,,,,,,,,,
"139-Lincoln-Ave,-Winter-Park,-FL-32789","139 Lincoln Ave, Winter Park, FL 32789",139 Lincoln Ave,,Winter Park,FL,32789,Orange,28.598893,-81.350432,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-301,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 301, Winter Park, FL 32789",311 N Knowles Ave,Apt 301,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"220-N-Park-Ave,-Winter-Park,-FL-32789","220 N Park Ave, Winter Park, FL 32789",220 N Park Ave,,Winter Park,FL,32789,Orange,28.598885,-81.350983,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-102,-Winter-Park,-FL-32789","329 N Park Ave, Ste 102, Winter Park, FL 32789",329 N Park Ave,Ste 102,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"180-N-Park-Ave,-Ste-2,-Winter-Park,-FL-32789","180 N Park Ave, Ste 2, Winter Park, FL 32789",180 N Park Ave,Ste 2,Winter Park,FL,32789,Orange,28.598501,-81.350736,,,,,,,,,,,,,,,,
"300-N-Park-Ave,-Ste-101,-Winter-Park,-FL-32789","300 N Park Ave, Ste 101, Winter Park, FL 32789",300 N Park Ave,Ste 101,Winter Park,FL,32789,Orange,28.599646,-81.35095,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-H,-Winter-Park,-FL-32789","228 N Park Ave Ste H, Winter Park, FL 32789",228 N Park Ave Ste H,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-302,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 302, Winter Park, FL 32789",311 N Knowles Ave,Apt 302,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-329,-Winter-Park,-FL-32789","329 N Park Ave, Ste 329, Winter Park, FL 32789",329 N Park Ave,Ste 329,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"337-N-Knowles-Ave,-Winter-Park,-FL-32789","337 N Knowles Ave, Winter Park, FL 32789",337 N Knowles Ave,,Winter Park,FL,32789,Orange,28.600229,-81.349878,,,,,,,,,,,,,,,,
"324-N-Park-Ave,-Ste-1,-Winter-Park,-FL-32789","324 N Park Ave, Ste 1, Winter Park, FL 32789",324 N Park Ave,Ste 1,Winter Park,FL,32789,Orange,28.599895,-81.350741,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-209,-Winter-Park,-FL-32789","505 N Park Ave, Ste 209, Winter Park, FL 32789",505 N Park Ave,Ste 209,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-A,-Winter-Park,-FL-32789","228 N Park Ave Ste A, Winter Park, FL 32789",228 N Park Ave Ste A,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"150-W-Canton,-Winter-Park,-FL-32789","150 W Canton, Winter Park, FL 32789",150 W Canton,,Winter Park,FL,32789,Orange,28.59999,-81.351845,,,,,,,,,,,,,,,,
"338-N-Park-Ave-Ste-A,-Winter-Park,-FL-32789","338 N Park Ave Ste A, Winter Park, FL 32789",338 N Park Ave Ste A,,Winter Park,FL,32789,Orange,28.600229,-81.35093,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-202,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 202, Winter Park, FL 32789",311 N Knowles Ave,Apt 202,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"341-N-Interlachen-Ave,-Winter-Park,-FL-32789","341 N Interlachen Ave, Winter Park, FL 32789",341 N Interlachen Ave,,Winter Park,FL,32789,Orange,28.600267,-81.348695,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-301,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 301, Winter Park, FL 32789",300 N Knowles Ave,Apt 301,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"313-N-Knowles,-Winter-Park,-FL-32789","313 N Knowles, Winter Park, FL 32789",313 N Knowles,,Winter Park,FL,32789,Orange,28.599795,-81.350173,Apartment,1.0,1.0,1967.0,24561.0,19170.0,05-22-30-9400-19-040,TOWN OF WINTER PARK A/67 & B/86 & MISC BOOK 3/220 LOT 4 & N 12 FT OF LOT 5 & E 100 FT OF LOT 5 (LESS N 12 FT) & N 31 FT OF E,WINTER PARK (A/67 & B/86 & MISC 3/220),O-2,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Concrete Block', 'floorCount': 4, 'garage': True, 'garageSpaces': 13, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Other', 'unitCount': 33}","{'2021': {'year': 2021, 'value': 3708284, 'land': 1699500, 'improvements': 2008784}}","{'2021': {'year': 2021, 'total': 54674}}","{'names': ['PARK EAST-WEST LTD'], 'mailingAddress': {'id': '9095-Sw-87th-Ave,-Miami,-FL-33176', 'addressLine1': '9095 Sw 87th Ave', 'addressLine2': None, 'city': 'Miami', 'state': 'FL', 'zipCode': '33176'}}",False,
"300-N-Knowles-Ave,-Apt-404,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 404, Winter Park, FL 32789",300 N Knowles Ave,Apt 404,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"301-N-Park-Ave,-Ste-1,-Winter-Park,-FL-32789","301 N Park Ave, Ste 1, Winter Park, FL 32789",301 N Park Ave,Ste 1,Winter Park,FL,32789,Orange,28.599604,-81.351047,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-103,-Winter-Park,-FL-32789","329 N Park Ave, Ste 103, Winter Park, FL 32789",329 N Park Ave,Ste 103,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-207,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 207, Winter Park, FL 32789",300 N Knowles Ave,Apt 207,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-401,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 401, Winter Park, FL 32789",311 N Knowles Ave,Apt 401,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-E,-Winter-Park,-FL-32789","328 N Park Ave Ste E, Winter Park, FL 32789",328 N Park Ave Ste E,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-203,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 203, Winter Park, FL 32789",311 N Knowles Ave,Apt 203,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-212,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 212, Winter Park, FL 32789",300 N Knowles Ave,Apt 212,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"348-N-Park-Ave,-Ste-4,-Winter-Park,-FL-32789","348 N Park Ave, Ste 4, Winter Park, FL 32789",348 N Park Ave,Ste 4,Winter Park,FL,32789,Orange,28.600228,-81.351057,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-317,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 317, Winter Park, FL 32789",300 N Knowles Ave,Apt 317,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-300,-Winter-Park,-FL-32789","329 N Park Ave, Ste 300, Winter Park, FL 32789",329 N Park Ave,Ste 300,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"338-N-Park-Ave-Ste-B,-Winter-Park,-FL-32789","338 N Park Ave Ste B, Winter Park, FL 32789",338 N Park Ave Ste B,,Winter Park,FL,32789,Orange,28.600229,-81.35093,,,,,,,,,,,,,,,,
"305-N-Park-Ave,-Winter-Park,-FL-32789","305 N Park Ave, Winter Park, FL 32789",305 N Park Ave,,Winter Park,FL,32789,Orange,28.599863,-81.351181,,,,,,,,,,,,,,,,
"300-N-Park-Ave,-Ste-201,-Winter-Park,-FL-32789","300 N Park Ave, Ste 201, Winter Park, FL 32789",300 N Park Ave,Ste 201,Winter Park,FL,32789,Orange,28.599646,-81.35095,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-217,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 217, Winter Park, FL 32789",300 N Knowles Ave,Apt 217,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-101,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 101, Winter Park, FL 32789",311 N Knowles Ave,Apt 101,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-N,-Winter-Park,-FL-32789","228 N Park Ave Ste N, Winter Park, FL 32789",228 N Park Ave Ste N,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-101,-Winter-Park,-FL-32789","329 N Park Ave, Ste 101, Winter Park, FL 32789",329 N Park Ave,Ste 101,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-408,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 408, Winter Park, FL 32789",311 N Knowles Ave,Apt 408,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-415,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 415, Winter Park, FL 32789",300 N Knowles Ave,Apt 415,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"216-N-Park-Ave-Ste-B,-Winter-Park,-FL-32789","216 N Park Ave Ste B, Winter Park, FL 32789",216 N Park Ave Ste B,,Winter Park,FL,32789,Orange,28.59919,-81.350959,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-307,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 307, Winter Park, FL 32789",311 N Knowles Ave,Apt 307,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-404,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 404, Winter Park, FL 32789",311 N Knowles Ave,Apt 404,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-306,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 306, Winter Park, FL 32789",311 N Knowles Ave,Apt 306,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"200-E-Canton-Ave,-Ste-202,-Winter-Park,-FL-32789","200 E Canton Ave, Ste 202, Winter Park, FL 32789",200 E Canton Ave,Ste 202,Winter Park,FL,32789,Orange,28.600295,-81.350125,Condo,3.0,2.0,2014.0,3582.0,3639.0,06-22-30-6518-00-202,PALLADIO CONDOMINIUM 10584/9425 UNIT 202,PALLADIO CONDO,O-2,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 954500, 'land': 190900, 'improvements': 763600}, '2023': {'year': 2023, 'value': 1002200, 'land': 200440, 'improvements': 801760}, '2024': {'year': 2024, 'value': 1002200, 'land': 200440, 'improvements': 801760}}","{'2021': {'year': 2021, 'total': 15054}, '2023': {'year': 2023, 'total': 15574}, '2024': {'year': 2024, 'total': 15629}}","{'names': ['FLORIDA CIS WP LLC'], 'type': 'Organization', 'mailingAddress': {'id': '200-E-Canton-Ave,-STE-102,-Winter-Park,-FL-32789', 'formattedAddress': '200 E Canton Ave, STE 102, Winter Park, FL 32789', 'addressLine1': '200 E Canton Ave', 'addressLine2': 'STE 102', 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"300-N-Knowles-Ave,-Apt-411,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 411, Winter Park, FL 32789",300 N Knowles Ave,Apt 411,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-405,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 405, Winter Park, FL 32789",300 N Knowles Ave,Apt 405,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-G,-Winter-Park,-FL-32789","328 N Park Ave Ste G, Winter Park, FL 32789",328 N Park Ave Ste G,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"348-N-Park-Ave,-Ste-3,-Winter-Park,-FL-32789","348 N Park Ave, Ste 3, Winter Park, FL 32789",348 N Park Ave,Ste 3,Winter Park,FL,32789,Orange,28.600228,-81.351057,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-208,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 208, Winter Park, FL 32789",300 N Knowles Ave,Apt 208,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-304,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 304, Winter Park, FL 32789",300 N Knowles Ave,Apt 304,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"338-N-Park-Ave,-Ste-2A,-Winter-Park,-FL-32789","338 N Park Ave, Ste 2A, Winter Park, FL 32789",338 N Park Ave,Ste 2A,Winter Park,FL,32789,Orange,28.600166,-81.351057,,,,,,,,,,,,,,,,
"322-N-Park-Ave,-Winter-Park,-FL-32789","322 N Park Ave, Winter Park, FL 32789",322 N Park Ave,,Winter Park,FL,32789,Orange,28.599888,-81.350976,,,,,,,,,,,,,,,,
"284-N-Park-Ave-Ste-B,-Winter-Park,-FL-32789","284 N Park Ave Ste B, Winter Park, FL 32789",284 N Park Ave Ste B,,Winter Park,FL,32789,Orange,28.599565,-81.351045,,,,,,,,,,,,,,,,
"232-N-Knowles-Ave,-Winter-Park,-FL-32789","232 N Knowles Ave, Winter Park, FL 32789",232 N Knowles Ave,,Winter Park,FL,32789,Orange,28.599197,-81.349509,Single Family,4.0,2.0,1901.0,2463.0,13860.0,05-22-30-9400-18-180,,,,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air'}",,,,,
"338-N-Park-Ave,-Ste-11,-Winter-Park,-FL-32789","338 N Park Ave, Ste 11, Winter Park, FL 32789",338 N Park Ave,Ste 11,Winter Park,FL,32789,Orange,28.600166,-81.351057,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-206,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 206, Winter Park, FL 32789",300 N Knowles Ave,Apt 206,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-107,-Winter-Park,-FL-32789","329 N Park Ave, Ste 107, Winter Park, FL 32789",329 N Park Ave,Ste 107,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-201,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 201, Winter Park, FL 32789",300 N Knowles Ave,Apt 201,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-309,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 309, Winter Park, FL 32789",300 N Knowles Ave,Apt 309,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-102,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 102, Winter Park, FL 32789",311 N Knowles Ave,Apt 102,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-303,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 303, Winter Park, FL 32789",311 N Knowles Ave,Apt 303,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"301-N-Park-Ave-Ste-B,-Winter-Park,-FL-32789","301 N Park Ave Ste B, Winter Park, FL 32789",301 N Park Ave Ste B,,Winter Park,FL,32789,Orange,28.599604,-81.351047,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-204,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 204, Winter Park, FL 32789",300 N Knowles Ave,Apt 204,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-403,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 403, Winter Park, FL 32789",300 N Knowles Ave,Apt 403,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-206,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 206, Winter Park, FL 32789",311 N Knowles Ave,Apt 206,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-J,-Winter-Park,-FL-32789","228 N Park Ave Ste J, Winter Park, FL 32789",228 N Park Ave Ste J,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"129-W-Canton-Ave,-Winter-Park,-FL-32789","129 W Canton Ave, Winter Park, FL 32789",129 W Canton Ave,,Winter Park,FL,32789,Orange,28.600689,-81.351658,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-214,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 214, Winter Park, FL 32789",300 N Knowles Ave,Apt 214,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"352-N-Park-Ave,-Winter-Park,-FL-32789","352 N Park Ave, Winter Park, FL 32789",352 N Park Ave,,Winter Park,FL,32789,Orange,28.600286,-81.35098,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-314,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 314, Winter Park, FL 32789",300 N Knowles Ave,Apt 314,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-100,-Winter-Park,-FL-32789","329 N Park Ave, Ste 100, Winter Park, FL 32789",329 N Park Ave,Ste 100,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-207,-Winter-Park,-FL-32789","505 N Park Ave, Ste 207, Winter Park, FL 32789",505 N Park Ave,Ste 207,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"335-N-Knowles-Ave,-Winter-Park,-FL-32789","335 N Knowles Ave, Winter Park, FL 32789",335 N Knowles Ave,,Winter Park,FL,32789,Orange,28.600208,-81.350206,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-210,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 210, Winter Park, FL 32789",300 N Knowles Ave,Apt 210,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"208-N-Park-Ave,-Winter-Park,-FL-32789","208 N Park Ave, Winter Park, FL 32789",208 N Park Ave,,Winter Park,FL,32789,Orange,28.598911,-81.351042,,,,,,,,,,,,,,,,
"180-N-Park-Ave,-Ste-100,-Winter-Park,-FL-32789","180 N Park Ave, Ste 100, Winter Park, FL 32789",180 N Park Ave,Ste 100,Winter Park,FL,32789,Orange,28.598501,-81.350736,,,,,,,,,,,,,,,,
"300-N-Park-Ave,-Apt-300,-Winter-Park,-FL-32789","300 N Park Ave, Apt 300, Winter Park, FL 32789",300 N Park Ave,Apt 300,Winter Park,FL,32789,Orange,28.599646,-81.35095,,,,,,,,,,,,,,,,
"312-N-Park-Ave,-Ste-2A,-Winter-Park,-FL-32789","312 N Park Ave, Ste 2A, Winter Park, FL 32789",312 N Park Ave,Ste 2A,Winter Park,FL,32789,Orange,28.599735,-81.350955,,,,,,,,,,,,,,,,
"204-N-Park-Ave,-Winter-Park,-FL-32789","204 N Park Ave, Winter Park, FL 32789",204 N Park Ave,,Winter Park,FL,32789,Orange,28.598867,-81.350958,,,,,,,,,,,,,,,,
"284-N-Park-Ave-Ste-C,-Winter-Park,-FL-32789","284 N Park Ave Ste C, Winter Park, FL 32789",284 N Park Ave Ste C,,Winter Park,FL,32789,Orange,28.599565,-81.351045,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-D,-Winter-Park,-FL-32789","328 N Park Ave Ste D, Winter Park, FL 32789",328 N Park Ave Ste D,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"300-N-Park-Ave,-Ste-200,-Winter-Park,-FL-32789","300 N Park Ave, Ste 200, Winter Park, FL 32789",300 N Park Ave,Ste 200,Winter Park,FL,32789,Orange,28.599646,-81.35095,,,,,,,,,,,,,,,,
"316-N-Park-Ave,-Ste-2A,-Winter-Park,-FL-32789","316 N Park Ave, Ste 2A, Winter Park, FL 32789",316 N Park Ave,Ste 2A,Winter Park,FL,32789,Orange,28.599796,-81.350942,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-104,-Winter-Park,-FL-32789","329 N Park Ave, Ste 104, Winter Park, FL 32789",329 N Park Ave,Ste 104,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-406,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 406, Winter Park, FL 32789",300 N Knowles Ave,Apt 406,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-207,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 207, Winter Park, FL 32789",311 N Knowles Ave,Apt 207,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-A,-Winter-Park,-FL-32789","328 N Park Ave Ste A, Winter Park, FL 32789",328 N Park Ave Ste A,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"348-N-Park-Ave,-Ste-6,-Winter-Park,-FL-32789","348 N Park Ave, Ste 6, Winter Park, FL 32789",348 N Park Ave,Ste 6,Winter Park,FL,32789,Orange,28.600228,-81.351057,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-409,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 409, Winter Park, FL 32789",300 N Knowles Ave,Apt 409,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-308,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 308, Winter Park, FL 32789",300 N Knowles Ave,Apt 308,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-414,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 414, Winter Park, FL 32789",300 N Knowles Ave,Apt 414,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-105,-Winter-Park,-FL-32789","505 N Park Ave, Ste 105, Winter Park, FL 32789",505 N Park Ave,Ste 105,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-B,-Winter-Park,-FL-32789","328 N Park Ave Ste B, Winter Park, FL 32789",328 N Park Ave Ste B,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-209,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 209, Winter Park, FL 32789",300 N Knowles Ave,Apt 209,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"1874-Harmon-Ave,---466,-Winter-Park,-FL-32789","1874 Harmon Ave, # 466, Winter Park, FL 32789",1874 Harmon Ave,# 466,Winter Park,FL,32789,Orange County,28.585588,-81.374469,Apartment,2.0,2.0,,1064.0,,,,,,,,,,,
"1874-Harmon-Ave,---432,-Winter-Park,-FL-32789","1874 Harmon Ave, # 432, Winter Park, FL 32789",1874 Harmon Ave,# 432,Winter Park,FL,32789,Orange County,28.585588,-81.374469,Apartment,2.0,2.0,,1064.0,,,,,,,,,,,
